feature_1,feature_2,feature_3,feature_4,class
3.2340712365972215,3.5441631268318177,5.340171915193551,2.294263690386934,2
1.6312201444810128,4.914796194585266,4.819329388311349,4.472795727919585,2
3.464121043660486,2.9659617182538143,5.902238099732061,3.0451154485193936,2
2.6695773243382033,5.86892457630748,3.0113376352443946,0.9545205097693986,0
2.310537312552768,3.7790147480306966,4.274449834550797,3.846477120307182,2
2.2591557970488796,5.916004118762066,7.191258800709154,3.0558857481138637,1
1.5744258635408586,6.894877860672914,9.601553263269846,4.313649443828014,1
1.0755775732978363,3.2251854219495515,4.817842429373245,3.426297025384759,2
4.160925278704818,2.611598468433878,5.683927326470182,2.442667136485695,2
3.2786034567238738,3.8499883074124024,3.798598018425984,4.497015168828,2
2.414825748807431,2.848560147829653,4.066801125979601,2.8236280782528698,2
3.799056807647105,3.708152893322985,4.7350848912845525,2.438763593185856,0
0.1,4.000380858339616,5.439005534811732,1.8765854835675455,2
3.8010136230159133,5.009446199115074,3.73312391238726,3.4204213245956057,1
3.323697334875606,2.0975661370576817,8.100832252122297,2.1925808102239586,2
5.727429457249361,2.9468397231514767,4.2746549782427685,1.673165584786191,1
5.6999524226582725,3.7118912881038573,2.734934562132155,3.378190830425243,2
5.206097955828249,3.6462553861574585,4.04136520857505,0.49684966332011615,1
1.8545128090837881,3.9788014548375137,4.639529115858799,2.799905529108711,2
2.8627513347408495,3.964709646640051,5.413422486318735,2.333354460642741,2
5.629980131604166,5.058856589715614,6.362456331256536,3.6974281205045876,0
2.352452073594288,4.0036723553922995,4.507981649455434,4.0265388322255316,2
5.9317761208877275,4.115430963344562,5.28816909979404,5.084630082974416,0
3.2915968763350167,5.758104424636657,4.626890026098581,4.49965367996084,0
3.790562102568862,3.989525316350457,3.6500960806562293,2.6256410461075834,2
3.5070968384142502,3.8867857631916025,4.388572992728685,2.303350180397782,2
5.32967346206976,3.3275069140828903,3.8953685599836523,2.8231835539098196,1
3.7319600143837004,5.012078173459774,5.77984239629879,2.7752912043640254,0
4.749751744602026,3.4637890307719026,4.041746140776523,5.287197950784431,1
2.280418658276585,3.6789496696173063,6.010513446130556,2.160908324933932,2
3.250084125557468,2.1269147980362537,3.540033880550585,4.168984397453054,2
4.577783565566252,2.7798690332524956,3.8804946018815465,3.546307477218241,1
2.685610586801985,3.4461704727524296,4.094659254172163,3.235044537220203,2
3.49291452978565,4.03682352815005,3.6430493490561995,4.380528196704207,1
5.508189855670323,3.748152201207237,3.8859424979014565,1.8926660609779185,1
3.5368818857429716,3.476032449441695,3.6625352581924937,2.445950224348269,2
4.058899081655666,4.920056095258096,4.821806081144565,4.629686910494785,0
3.2089164082671915,4.087833308260279,7.206963569031188,4.570242141483722,1
5.508686210240979,3.6058339987945005,4.010696150855001,3.849670936973997,1
3.628259031067325,4.280162735417509,5.606402181546963,3.1466742833372656,0
5.237023693398719,5.3992091707125285,7.172245935802669,2.938636581160104,0
3.0556044514344336,4.671869996591129,4.428932331885057,3.6389781380612334,0
5.708582135527866,4.8868984411527014,4.692586232543055,3.4497896797076693,0
1.9638231609426597,6.016961083103812,7.605251586009286,2.5373711153247496,1
3.371058645717222,2.474026330102189,6.4538901297284355,3.3160373123362263,2
2.370335746953129,2.980818130431459,4.207107410179609,3.539855532788122,2
3.0220617563546344,2.5807742606008843,7.504156584581127,2.3227647539498206,2
2.2500298322734715,6.674008799830672,6.5633280776342815,3.568838159549848,1
2.3539847781567325,5.711630211953376,2.2258240626728036,2.3152037207188085,0
3.3915274182581157,5.3828849326774515,4.9220858723406975,2.512369544139368,1
1.8917260744388509,3.1971811753200168,4.445460720360329,2.37069267668416,2
5.551965866942691,4.4970450323433395,6.03882471727239,3.048201264000989,0
3.1271246732512545,2.331091415406543,3.7387011441357663,2.9590331416838476,2
2.327638148666703,4.3271407367486265,5.311457193842353,3.0400668501727988,2
3.5240051136079993,4.316079685991636,3.8486738515277525,3.3920589116310986,2
2.303690192086146,5.708755009852496,7.274530110166489,3.694478691807279,1
2.853855246317488,5.450824341220129,3.7832207695087434,3.2046381861412416,0
5.1073986598125,1.9037693955967634,4.343287614316592,1.40326164466202,2
2.4854728096937837,5.398346940293494,6.044564440948265,3.920889061106458,1
3.082058390143302,2.109550731751471,7.673640828855797,2.277848112624492,2
7.187434727890673,8.84189183371632,8.914021782837375,3.9942654880533417,0
4.526435217740108,5.324714929606607,3.5336428399451294,2.7372132323729863,2
1.756475439432137,6.099730596648104,8.443802881413696,5.138525736805553,1
4.017974668560943,5.28570629864081,5.752431553512924,3.342743854091682,0
1.8628115869384856,4.8774379497805755,5.145991517043359,2.8566657500385157,0
2.728049305387055,4.376312286456074,5.241346675504373,5.141404505967078,2
2.721439869076093,4.230769720972875,5.247873160048441,3.4367301161540884,2
3.002205773623543,5.687615495676119,6.843751174899356,4.793941905043211,1
1.961179034301428,3.9524041406399033,6.3311343606379324,2.810967719315981,2
5.196291492187459,4.276417614788732,3.9346281956092617,3.7551839679804546,1
4.407715912493348,4.666883357202691,3.56336791597314,5.248691183537998,1
3.0717887863841553,5.582022359656579,4.019693699965125,4.842892374241355,0
4.13020255255747,2.371824327676419,5.55230442018743,5.5759647158480075,2
4.568924145574449,3.3472690713923576,3.9878717559992984,1.6066829114300933,1
3.293047146676771,5.397740167188627,4.023683060986143,1.9261706118675368,0
3.187601801141214,4.830726376771583,6.228394218731552,5.071516250818954,1
3.5402992901753323,2.59498909266576,3.5623268892880042,3.767954088842034,2
3.237276312026409,2.7499242131347588,6.727089179441919,1.8086569591641766,2
2.609730805909901,5.657316265368824,6.5611340563399505,2.4250763884108926,1
7.062740905089234,4.251449195359126,5.583193205125965,3.3250177884971697,0
3.148404935430645,3.7683460256664856,4.56376225559235,2.5668498370684363,2
2.7467900470140703,4.764332026183245,3.3012307017117153,3.756670034337987,0
4.964564853512063,0.1,3.945397880975828,3.1218318316652316,1
6.0343828992601605,2.267018393526196,3.9452489466313176,3.277446802163065,1
5.474767220726648,5.551831111644143,6.258572146479547,2.915538798085107,0
4.591428744290384,4.447702325674875,4.0849492922388535,3.591009719858975,1
1.686510864348278,7.415653041484555,0.1,4.436372593643162,0
1.511573515287683,3.8609187301408685,6.958382703251255,1.6264523986146115,2
3.219895639361965,2.133546689717918,8.166704915455357,3.4100544756451874,2
2.0626337586649908,3.6688781750619675,4.505193325903625,3.4902855644764283,2
2.206103905928597,1.648897791450636,4.025073098704017,1.7132631540051197,2
2.3812204937123767,4.353973848377152,3.8040692528178908,2.2419795281743315,0
3.2033588185298334,2.1980602056552954,3.5927261853706685,4.074936211624984,2
5.099673487519447,0.7610794241385513,4.026055777440629,2.3572936305041874,1
2.7511140468948168,6.2476155524792425,6.499181918483247,3.193854982886089,1
6.623777252629612,1.9571181024375268,4.1921714503311724,4.018825810203329,1
5.487015520176289,2.1556329717337444,3.9866843613384155,2.006627241623352,1
3.9208904323551192,4.42517488211774,4.278987825008528,2.344837374579241,1
2.669592431110454,5.149789575126987,2.7435360235095305,4.32540790832612,0
2.7826960431342784,2.7869809436735236,3.9687691515626504,4.145021078565792,2
2.658739574299704,5.5682040185879975,2.626994377163824,4.113551209781816,0
4.677134028208698,5.578173702929719,4.075771206414267,2.004863028737382,1
3.4781046318617848,5.621193180843093,4.6547446899433655,4.440019982266948,0
1.91656931328929,5.8799922618374465,7.839376344383355,2.7151550853077344,1
1.8522448637540405,5.530201164534818,8.160107674169215,1.3276713043161,1
4.861959260962751,0.8595365614940781,4.056491824181494,2.715580301326915,1
3.722707968418646,5.097255155711659,4.426903042397026,3.1162867049119507,1
2.69923563994815,5.356878941699924,3.350441414039659,2.9141041998011206,0
2.761984166686784,4.039186328188624,4.170464444819311,3.2569291440175965,2
